PRODUCT,BRAND,CATEGORY,CAPACITY,ITEM_CODE,ITEM_DESC,PART_NO,UOM,OPEN_QTY,RECEIVED_QTY,ISSUE_QTY,BAL_QTY,AMOUNT
Home Appliances,Gree,Split AC,18000 BTU,03010102850014,Indoor Rear Case Sub-Assy GS-18PITH21GB-T3 377060130,377060130,PCS,1,0,0,1,2249.99
Home Appliances,Gree,Split AC,18000 BTU,03010102850015,Filter Sub-Assy GS-18PITH21GB-T3 11100106024704,11100106024704,PCS,2,0,0,2,873.13
Home Appliances,Gree,Split AC,18000 BTU,03010102850016,Indoor Electric Box Assy GS-18PITH21GB-T3 100002084961,100002084961,PCS,3,0,0,3,14507.42
Home Appliances,Gree,Split AC,18000 BTU,03010102850018,OD Right Side Plate GS-18PITH21GB-T3  / GS-18AITH21W-T3 18ZITH1W 1205606036801P,1205606036801P,PCS,1,0,0,1,906.71
Home Appliances,Gree,Split AC,18000 BTU,03010102850019,Swing Lever GS-18PITH21GB-T3 / GS-18PITC12W-T3 20003506002001,20003506002001,PCS,2,0,0,2,40.3
Home Appliances,Gree,Split AC,18000 BTU,03010102850020,Electric Box Assy GS-18PITH21GB-T3 100002074802,100002074802,PCS,5,0,0,5,68171.46
Home Appliances,Gree,Split AC,18000 BTU,03010102850021,Temperature Sensor GS-18PITH21GB-T3 3900030913,3900030913,PCS,15,0,0,15,6044.76
Home Appliances,Gree,Split AC,18000 BTU,03010102850023,Display Board GS-12/18/24PITH21GB-T3  300001061236,300001061236,PCS,2,2,2,2,2820.89
Home Appliances,Gree,Split AC,18000 BTU,03010102850024,Remote Controller GS-18PITH21GB-T3/12/24PITH21GB 305001060182,305001060182,PCS,15,0,0,15,22667.85
Home Appliances,Gree,Split AC,18000 BTU,03010102850025,Guide Louver Sub-assy GS-18PITH21GB-T3 13606011804,13606011804,PCS,1,0,0,1,537.31
Home Appliances,Gree,Split AC,18000 BTU,03010102850026,Guide Louver Sub-assy GS-18PITH21GB-T3 13606011904,13606011904,PCS,1,0,0,1,705.22
Home Appliances,Gree,Split AC,18000 BTU,03010102850027,Air Louver GS-18PITH21GB-T3 20000706005101,20000706005101,PCS,2,0,0,2,20.15
Home Appliances,Gree,Split AC,18000 BTU,03010102850028,Air Louver GS-18PITH21GB-T3 20000706005201,20000706005201,PCS,2,0,0,2,13.43
Home Appliances,Gree,Split AC,18000 BTU,03010102850029,Air Louver GS-18PITH21GB-T3 20000706005301,20000706005301,PCS,2,0,0,2,20.15
Home Appliances,Gree,Split AC,18000 BTU,03010102850030,Outdoor Main Board GS-18PITH21GB-T3 / GS-18PITH15 / GS-18PITH16 / GS-18PITH17 W-T3 300027065504,300027065504,PCS,0,29,4,25,299593.37
Home Appliances,Gree,Split AC,18000 BTU,03010102880001,Outdoor Main Board GS-18AITH21B-T3 300027065140,300027065140,PCS,0,1,0,1,13031.26
Home Appliances,Gree,Split AC,18000 BTU,03010102920001,Indoor Front Panel GS-18PITH17G-T3 / GS-18PITH18G-T3 (61929) 5093060384LGT3,5093060384LGT3,PCS,0,4,2,2,-596
Home Appliances,Gree,Split AC,24000 BTU,03010103010015,Indoor Fan Motor GS-24CZ6/7/8 / GS-24CITH1/2 15012098,15012098,PCS,5,8,12,1,27141.46
Home Appliances,Gree,Split AC,24000 BTU,03010103010028,Indoor Main Board GS-24CZ 30135296,30135296,PCS,1,0,0,1,70
Home Appliances,Gree,Split AC,24000 BTU,03010103010045,AC Contactor44010245,44010245,PCS,2,0,0,2,2006.83
Home Appliances,Gree,Split AC,24000 BTU,03010103020088,Cut-off Valve GS-24ECH10 7130239, 7130239,PCS,0,419,404,15,87676.74
Home Appliances,Gree,Split AC,24000 BTU,03010103270003,Wall Mounting Frame 1252229,1252229,PCS,1,0,0,1,316.8
Home Appliances,Gree,Split AC,24000 BTU,03010103290002,Indoor  PCB 24CITH 30138737,30138737,PCS,0,3,0,3,6494.4
Home Appliances,Gree,Split AC,24000 BTU,03010103290012,Remote Control GS-24CITH1/GS-12/18CM11 30510516,30510516,PCS,4,0,0,4,3351.48
Home Appliances,Gree,Split AC,24000 BTU,03010103290017,Evaporator assy GS-24CITH1/GS-24CITH11W / GS-24CITH12W 1100100032LC,1100100032LC,PCS,22,19,40,1,155185.55
Home Appliances,Gree,Split AC,24000 BTU,03010103360014,Evaporator Assy 1100100311LC 24LM4L/24LM5L/24LM8L,1100100311LC,PCS,25,118,119,24,766796.02
Home Appliances,Gree,Split AC,24000 BTU,03010103380002,Indoor Main Board 24LITH11M 300002000335,300002000335,PCS,2,0,0,2,2000
Home Appliances,Gree,Split AC,24000 BTU,03010103380003,Cutt Off Valve 5/8  24LITH11M 7133844,7133844,PCS,30,297,322,5,171768.01
Home Appliances,Gree,Split AC,24000 BTU,03010103380013,Outdoor Electric Box Assy 24LITH11M 100002001069,100002001069,PCS,1,0,0,1,23251.9
Home Appliances,Gree,Split AC,24000 BTU,03010103380021,Evaporators Assy 24LITH11M 11001000095LC,11001000095LC,PCS,0,79,67,12,584537.95
Home Appliances,Gree,Split AC,24000 BTU,03010103420001,Outdoor Main Board 24CITH11/12G 300027000023,300027000023,PCS,10,9,14,5,153803.86
Home Appliances,Gree,Split AC,24000 BTU,03010103420003,Outdoor PCB 24CITH12G 300027060395,300027060395,PCS,3,1,2,2,-1856.28
Home Appliances,Gree,Split AC,24000 BTU,03010103440002,Outdoor Main Board GS-24AITH11W / GS-24FITH4W 300027000546 / 60102 24ish,300027000546,PCS,2,41,40,3,263044.6
Home Appliances,Gree,Split AC,24000 BTU,03010103440005,Indoor Stepping Motors 1521240210  GS-24AITH11W / GS-24ZITH1W,1521240210,PCS,10,1,2,9,4023.39
Home Appliances,Gree,Split AC,24000 BTU,03010103440012,Rectifier bridge 25A/800V (frequency conversion) GS-24AITH11W/24FITH4WB/24FITH5WB 46010609,46010609,PCS,40,0,20,20,1914.85
Home Appliances,Gree,Split AC,24000 BTU,03010103470006,"Packing Carton Outdoor PCB GS-24CITH13G 3Ply (15""x 10""x 5"") with Print 03010103470006",03010103470006,NOS,25,0,0,25,2450
Home Appliances,Gree,Split AC,24000 BTU,03010103470007,"Packing Carton Indoor PCB GS-24CITH13W  3Ply (10""x 8.5""x 3"") with Print 03010103470007",03010103470007,NOS,25,0,0,25,1400
Home Appliances,Gree,Split AC,24000 BTU,03010103470008,"Packing Carton Compressor GS-24CITH13W 5Ply (10.5""x10.5""x 17"") with Print 03010103470008",03010103470008,NOS,25,0,0,25,4000
Home Appliances,Gree,Split AC,24000 BTU,03010103470009,"Packing Carton Evaporator GS-24CITH13W 5Ply (40""x12""x10"") with Print 03010103470009",03010103470009,NOS,40,0,0,40,12400
Home Appliances,Gree,Floor Standing AC,24000 BTU,03010103570002,Outdoor Main Board GF-24ISH 300027060102,300027060102,PCS,0,7,4,3,233287.01
Home Appliances,Gree,Floor Standing AC,24000 BTU,03010103570004,Indoor PCB 24ISH 300002060135,300002060135,PCS,1,6,6,1,2727.09
Home Appliances,Gree,Split AC,24000 BTU,03010103620005,Cross flow fan GS-24PITH1W/15W / GS-24PITC12W-T3 103001060019,103001060019,PCS,7,6,6,7,6719.43
Home Appliances,Gree,Split AC,24000 BTU,03010103620006,Plasmacluster Ion 430001060002 GS-24PITH1W / GS-18PITC12W-T3,430001060002,PCS,0,3,2,1,1778.57
Home Appliances,Gree,Split AC,24000 BTU,03010103620012,Outdoor Electric Box 100002067148 GS-24PITH1W/O,100002067148,PCS,0,1,0,1,19292.97
Home Appliances,Gree,Split AC,24000 BTU,03010103620015,Indoor Electric Box Assy GS-24PITH1W 100002068589,100002068589,PCS,0,1,0,1,4376.07
Home Appliances,Gree,Split AC,24000 BTU,03010103620018,Evaporator Assy 24PITH1-2-11-21W / GS-24PITC12W-T3 11001061006LC,11001061006LC,PCS,4,207,186,25,-230372.94
Home Appliances,Gree,Split AC,24000 BTU,03010103630002,Outdoor Main Board 24PITH2W / 24FITH6C 300027060876,300027060876,PCS,3,13,13,3,140741.73
Home Appliances,Gree,Split AC,24000 BTU,03010103630003,Indoor Front Panel GS-24PITH2W/1W/11W 200003060167T / 6200003060167TLW,200003060167T,PCS,0,1,0,1,519.3
Home Appliances,Gree,Split AC,24000 BTU,03010103660001,Guide Louver 136060116 24PITH11W (Upper) (53805),136060116LW,PCS,0,1,0,1,194.7
Home Appliances,Gree,Split AC,24000 BTU,03010103660002,Guide Louver 136060117 24PITH11W (Lower) (53796),136060117LW,PCS,0,1,0,1,118.62
Home Appliances,Gree,Split AC,24000 BTU,03010103660003,Outdoor Main Board 24PITH11/12 300027061547,300027061547,PCS,6,45,42,9,295689.96
Home Appliances,Gree,Split AC,24000 BTU,03010103660006,Outdoor Electric Box Assy GS-24PITH11W 100002071155,100002071155,PCS,1,2,0,3,57240.38
Home Appliances,Gree,Split AC,24000 BTU,03010103660017,Filter Sub-Assy GS-24PITH11W / GS-24PITH21W-T3 / GS-24PITC12W-T3 111001060246,111001060246,PCS,2,0,0,2,893.09
Home Appliances,Gree,Split AC,24000 BTU,03010103720001,Indoor Font Panel GS-24PITH14S 200003060252TLS,200003060252TLS,PCS,0,2,1,1,4500
Home Appliances,Gree,Split AC,24000 BTU,03010103730001,Indoor Main Board GS-24PIT10W/I  GS-24PITC12W-T3 300002062615,300002062615,PCS,0,3,0,3,39544.43
Home Appliances,Gree,Split AC,24000 BTU,03010103730003,Outdoor Fan Motor GS-24PIT10W/O / GS-24PITC12W-T3 150101060511,150101060511,PCS,1,2,2,1,6077.26
Home Appliances,Gree,Split AC,24000 BTU,03010103760001,Outdoor Main Board W9241BU GS-24PITH10W 300027062660,300027062660,PCS,0,13,12,1,580840.28
Home Appliances,Gree,Split AC,24000 BTU,03010103770001,Handle GS-24PIT10W/ GS-18AITH23W-T3/GS-24PITH21W-T3 / GS-24PITC12W-T3  200149060018,200149060018,PCS,2,0,0,2,386.18
Home Appliances,Gree,Split AC,24000 BTU,03010103790001,Front Case Assy GS-24CM11 2060329,2060329,PCS,1,0,0,1,1981.34
Home Appliances,Gree,Split AC,24000 BTU,03010103790005,Guide Louver GS-24CM11 200004060193,200004060193,PCS,2,0,0,2,1074.62
Home Appliances,Gree,Split AC,24000 BTU,03010103790006,Front Panel GS-24CM11 200003060338T,200003060338T,PCS,1,2,0,3,2417.9
Home Appliances,Gree,Split AC,24000 BTU,03010103790008,Electric Box Assy GS-24CM11 100002079585,100002079585,PCS,2,0,0,2,7992.52
Home Appliances,Gree,Split AC,24000 BTU,03010103790009,Outdoor Fan Motor GS-24CM11 150101060512,150101060512,PCS,1,0,0,1,5305.96
Home Appliances,Gree,Split AC,24000 BTU,03010103790012,Air Louver GS-24CM11 200007060102,200007060102,PCS,1,0,0,1,20.15
Home Appliances,Gree,Split AC,24000 BTU,03010103790013,Filter Sub-Assy GS-24CM11 111001060337,111001060337,PCS,2,0,0,2,940.3
Home Appliances,Gree,Split AC,24000 BTU,03010103790014,Handle (Right) GS-24CM11 200149060023,200149060023,PCS,1,0,0,1,124.25
Home Appliances,Gree,Split AC,24000 BTU,03010103810001,Indoor Front Case Assy GS-24PITH21W-T3 2060289W,2060289W,PCS,1,0,0,1,2216.41
Home Appliances,Gree,Split AC,24000 BTU,03010103810002,Outdoor Front Panel GS-24PITH21W-T3/GB/18AITH/24VTIH 12073061611P,12073061611P,PCS,6,1,0,7,13731.9
Home Appliances,Gree,Split AC,24000 BTU,03010103810004,Indoor Electric Box Assy GS-24PITH21W-T3 100002082102,100002082102,PCS,2,0,0,2,9671.62
Home Appliances,Gree,Split AC,24000 BTU,03010103810006,Right Side Plate Assy GS-24PITH21W-T3/24VTIH / GS-24PITHGB  8106019303,8106019303,PCS,5,0,0,5,8395.5
Home Appliances,Gree,Split AC,24000 BTU,03010103810007,Outdoor Main Board GS-24PITH21GB-T3/GS-24PITH21W-T3 300027062215,300027062215,PCS,5,0,0,5,68339.37
Home Appliances,Gree,Split AC,24000 BTU,03010103810008,Magnet Coil GS-24PITH21GB-T3 4300040071,4300040071,PCS,1,0,0,1,470.15
Home Appliances,Gree,Split AC,24000 BTU,03010103820005,Guide Louver (upper) GS-24PITH21GB-T3 20000406014801P03,20000406014801P03,PCS,2,0,0,2,1880.59
Home Appliances,Gree,Split AC,24000 BTU,03010103820006,Air Louver GS-24PITH21GB-T3 20000706005701,20000706005701,PCS,1,0,0,1,6.72
Home Appliances,Gree,Split AC,24000 BTU,03010103820008,Indoor Electric Box Assy GS-24PITH21GB-T3 100002084949,100002084949,PCS,2,0,0,2,9671.62
Home Appliances,Gree,Split AC,24000 BTU,03010103820011,Electric Box Assy GS-24PITH21GB-T3 100002074226,100002074226,PCS,1,0,0,1,16488.76
Home Appliances,Gree,Split AC,24000 BTU,03010103820012,Front Grill GS-24PITH21GB-T3/GF-24VTIH 200057060016,200057060016,PCS,1,0,0,1,402.98
Home Appliances,Gree,Split AC,24000 BTU,03010103820013,Filter Sub-Assy GS-24PITH21GB-T3 / GS-24PITC12W-T3 11100106024603,11100106024603,PCS,1,0,0,1,503.73
Home Appliances,Gree,Split AC,24000 BTU,03010103820015,Air Louver GS-24PITH21GB-T3 20000706005801,20000706005801,PCS,1,0,0,1,10.08
Home Appliances,Gree,Split AC,24000 BTU,03010103820016,Air Louver GS-24PITH21GB-T3 20000706005901,20000706005901,PCS,1,0,0,1,13.43
Home Appliances,Gree,Split AC,24000 BTU,03010103820017,Outdoor Main Board GS-24PITH21GB-T3 / GS-24PITH15/ GS-24PITH16 /GS-24PITH17  300027065299,300027065299,PCS,0,1,0,1,13886.42
Home Appliances,Gree,Split AC,16000 BTU,03010105010006,Outdoor  Main PCB 16CIT3F 30138000703,30138000703,PCS,1,0,0,1,11178.74
Home Appliances,Gree,Split AC,16000 BTU,03010105020007,Outdoor Electric Box 16CITH3F 10000100314,10000100314,PCS,1,0,0,1,10313.6
Home Appliances,Gree,Split AC,16000 BTU,03010105020008,4 Way Valve Assy 16CITH3F 3073381,3073381,PCS,0,5,0,5,25138.91
Home Appliances,Gree,Split AC,11000 BTU,03010106010004,Indoor Main PCB 11CITH3F 30138000723,30138000723,PCS,0,3,0,3,5426.08
Home Appliances,Gree,Split AC,11000 BTU,03010106010017,Outdoor Fan Motor 11CITH3F 15013085,15013085,PCS,1,0,0,1,3940.88
Home Appliances,Gree,Split AC,11000 BTU,03010106010030,Cross Flow Fan 10352043,10352043,PCS,2,0,0,2,825.89
Home Appliances,Gree,Split AC,11000 BTU,03010106010049,Stepping Motor  11CITH/12CZ 1521212901 MP24AA - 12V,1521212901,PCS,1,274,282,-7,37591.3
Home Appliances,Gree,Split AC,11000 BTU,03010106040002,Indoor Electric Box Assy GS-11CITH13F 10000203866,10000203866,PCS,0,3,0,3,7588.8
Home Appliances,Gree,Split AC,26000 BTU,03010108010002,Front Case Assy GS-26AITH23W-T3 2060355,2060355,PCS,1,0,0,1,6078.34
Home Appliances,Gree,Split AC,26000 BTU,03010108010005,Guide Louver GS-26AITH23W-T3 200004060228,200004060228,PCS,1,0,0,1,537.31
Home Appliances,Gree,Split AC,26000 BTU,03010108010006,Indoor Electric Box Assy GS-26AITH23W-T3 100002080243,100002080243,PCS,3,0,0,3,18033.53
Home Appliances,Gree,Split AC,26000 BTU,03010108010007,Main Board GS-26AITH23W-T3 300027062262,300027062262,PCS,5,1,4,2,36756.55
Home Appliances,Gree,Split AC,26000 BTU,03010108020002,Indoor Main Board GS-26AITH23S-T3/GS-18AITH23W-T3 300002064034,300002064034,PCS,20,6,8,18,67166.45
Home Appliances,Gree,Split AC,26000 BTU,03010108020005,One way Valve GS-26AITH23S-T3 7335234,7335234,PCS,2,0,0,2,470.15
Home Appliances,Gree,Split AC,26000 BTU,03010108020007,Evaporator Assy GS-26AITH23S-T3/26-23W-T3/GS-24CM11/24aith 1100106241101,1100106241101,PCS,20,36,47,9,45958.03
Home Appliances,Gree,Split AC,26000 BTU,03010108020011,Rear Case Sub-Assy GS-26AITH23S-T3 37706010601,37706010601,PCS,1,0,0,1,2720.14
Home Appliances,Gree,Split AC,26000 BTU,03010108020013,Front Grill GS-26AITH23S-T3 200057060017,200057060017,PCS,1,0,0,1,436.57
Home Appliances,Gree,Split AC,26000 BTU,03010108020015,Cabinet GS-26AITH23S-T3 12022060019,12022060019,PCS,3,0,0,3,6649.24
Home Appliances,Gree,Split AC,26000 BTU,03010108020016,Axial Flow Fan GS-26AITH23S-T3/GF-36TFIH 103002060027,103002060027,PCS,2,0,0,2,1746.26
Home Appliances,Gree,Split AC,26000 BTU,03010108020019,Swing Lever GS-26AITH23S-T3  / GS-24ZITH 200035060042,200035060042,PCS,1,0,0,1,20.15
Home Appliances,Gree,Split AC,26000 BTU,03010108020020,Electric Box Assy GS-26AITH23S-T3 100002074294,100002074294,PCS,1,0,0,1,23708.89
Home Appliances,Gree,Split AC,26000 BTU,03010108020021,Air Louver  GS-26AITH23S-T3 GS-24ZITH1W 200007060103,200007060103,PCS,4,0,0,4,26.87
Home Appliances,Gree,Split AC,26000 BTU,03010108020024,Indoor Electric Box Assy GS-26AITH23S-T3 100002080245,100002080245,PCS,3,0,0,3,17932.79
Home Appliances,Gree,Split AC,26000 BTU,03010108020025,Air Louver 1 GS-26AITH23S-T3 200007060101,200007060101,PCS,3,0,0,3,40.3
Home Appliances,Gree,Split AC,26000 BTU,03010108020026,Air Louver 1 GS-26AITH23S-T3 GS-24ZITH1 200007060104,200007060104,PCS,3,0,0,3,40.3
Home Appliances,Gree,Split AC,26000 BTU,03010108020027,Temperature Sensor GS-26AITH23S-T3 3900030815,3900030815,PCS,10,0,0,10,4701.48
Home Appliances,Gree,Split AC,26000 BTU,03010108020028,Outdoor Rear Grill  GS-26AITH23S-T3 16001060087,16001060087,PCS,1,0,0,1,470.15
Home Appliances,Gree,Split AC,26000 BTU,03010108020029,OD Valve Cover GS-26AITH23S-T3 200087060008,200087060008,PCS,1,0,0,1,94.03
Home Appliances,Gree,Split AC,26000 BTU,03010108020030,Handle GS-26AITH23S-T3 200149060022,200149060022,PCS,1,0,0,1,235.07
Home Appliances,Gree,Split AC,26000 BTU,03010108020031,Bottom Cover Plate GS-26AITH23S-T3 18038500000401,18038500000401,PCS,5,0,0,5,2350.74
Home Appliances,Gree,Floor Standing AC,24000 BTU,03010201010029,Stepping Motor 24TFH 15214211,15214211,PCS,0,1,0,1,279
